feature,mean,std
logP,3.546666666666667,1.1130259056583842
pKa,4.735,3.241171084654434
solubility,0.11836666666666668,0.21502313053870897
permeability,30.206666666666667,31.149861422912732
plasma_protein_binding,93.91666666666667,4.595396246970077
fu_in_vitro,0.3588666666666666,0.4111205500417932
