SMILES,logP,permeability
N=C(N)SCc1cc(F)ccc1Oc1cc(F)ccc1CSC(=N)N,,0.3999998237804733
NC(=O)CCC(N)C(=O)O,,0.8502839864341089
CC(C)Cn1c(O)cn(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)c1=O,,21.000005090066967
Cc1nc(NC(=O)N2CCC[C@@]2(C)C(N)=O)sc1-c1csc(C(C)(C)C)n1,,15.883956901246837
COC(C)(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=C(CC[C@]12C)[C@]1(C)C[C@H](O)[C@H](O)CC1C(=O)C3,,17.378000284627017
O=C1COc2ccc(CN[C@@H]3CCN(CCn4c(=O)ccc5ncc(F)cc54)C[C@@H]3F)nc2N1,,9.524699877932212
O=C1c2ncc3c(c(COCC4CCOCC4)cn3Cc3ccc(F)cc3)c2CCN1O,,4.240002376376272
CCCn1c(=O)c2cccnc2n(CCC)c1=O,,63.00002183869794
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)C(=O)c1ccc2ncsc2c1,,10.382685522007437
COc1cccc(-c2cccc(C3(C)N=C(N)CCO3)c2)c1,,13.000007414351716
O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(-c3cnco3)ccc(F)c12,,12.200004756607694
CC(C)C(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]1CCNC1,,19.595926416773903
O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Cl)cccc21,,0.6999999355046413
O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c(-c3cccnc3)cccc21,,0.8000000239617253
N#Cc1ccnc(N2C(=O)CC[C@H]2CC(=O)N(c2cncc(F)c2)C(C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,,14.999997960289171
CCCCCN1C(=O)C(N)(c2ccc3c(c2)OCO3)c2ccccc21,,22.14948332461948
Cc1cc(O)ccc1NC(=O)c1cc(NC2CCCCC2)ncn1,,21.80000534066167
C[C@H](CC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(C(C)(C)C)cc1,,9.76999631694124
O=C(NC1CCN(C(=O)CCc2ccc(F)nc2)CC1)C(c1ccccc1)C1CCCCC1,,19.000008708139905
COc1ccc(-c2nc(Nc3cccc(NC(=O)N4CCCC4)c3)nc3[nH]cnc23)cc1,,2.0700002599715
CC(=O)NC[C@@H]1OC(=O)N2c3cc(F)c(C4=CCN(C(=O)CO)CC4)cc3OC[C@@H]12,,4.139997701466871
O=C(NCCCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,,14.8660777553028
Nc1nc(-c2cccc(F)c2)c(-c2ccc3ncccc3n2)s1,,16.00000800725365
CN(C)CCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1ccc2cccnc2c1O,,18.55478814404724
Cc1[nH]c(-c2cccc3ccccc23)cc1C(=O)N1CCC(CO)CC1,,19.408246525064904
NC[C@@H](NC(=O)C[C@H]1CNC(=O)c2cc(-c3cccc(F)c3)cn21)C1CCCCC1,,0.8000000239617253
CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,,3.9380017064999215
O=C(NCc1cc(Cl)ccc1-n1cnnn1)C1C[C@@H]2C[C@@H]2N1C(=O)C(O)Cc1ccccn1,,1.1999998727657215
CN1C(=O)CC(N2CCN(CC/C=C3\c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)N(C)C1=O,,7.24436126882553
O=C(NCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,,33.999998665797825
O=C(O)c1cc(-c2ccc(F)c(F)c2)ncn1,,18.804257947770772
C[C@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)O,,13.61323056020548
COc1ccc(OC2CN(c3c4c(nc5ccnn35)CCNCC4)C2)cc1,,10.400006242984002
CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)C(O)C(NC(=O)c4ccccc4)c4ccccc4)C(C)=C(C(OC(=O)N(C)C)C(=O)[C@]12C)C3(C)C,,2.9400011480421147
CCc1[nH]c(C(C)=O)nc1[C@@H](O)[C@H](O)[C@H](O)CO,,7.930003883475123
C[C@@H]1CCCN1CCCOc1ccc(C2=NNC(=O)C(C)(C)C2)cc1,,14.000005297108746
O=C(NCCC1CC1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4Cl)cc3)nc2c1,,16.68000206239637
CS(=O)(=O)C1CCN(c2cccc3c2cnn3-c2ccnc(NC3CCC(O)CC3)n2)CC1,,0.0633333411741721
Cc1[nH]ccc2c1[nH]c1cc(=O)ccc12,,4.960001410583673
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)cc(Cl)c2NC1=O,,34.99998836674418
CC[C@H](C)C(NC(=O)C(O)c1cc(Cl)cc(Cl)c1)C(=O)NCc1ccnc(C#N)n1,,14.380199130425282
CS(=O)(=O)CCCn1c(Cn2c(=O)n(C3CC3)c3ccncc32)nc2ccccc21,,3.244997002754967
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1C(=O)C3[C@H]4CC[C@H](C4)[C@@H]3N(Cc3ccc(F)cc3)C1=O)N2,,1.288249848323589
COc1cnc(-n2nccc2C)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,,21.59999248238304
COC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)C(O)C(NC(=O)c4ccccc4)c4ccccc4)C(C)=C(C(OC)C(=O)[C@]12C)C3(C)C,,3.3200008890342105
NCc1cccc(Cn2cccn2)c1,,28.39998430250837
CC[C@]1(NC(=O)c2ccc3c(c2)CCCO3)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,,1.4999997960289175
O=C(O)CC1CCC(c2ccc(C(=O)Nc3nnc(Cc4ccccc4)s3)cc2)CC1,,11.200004573151302
Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1,,36.999980910471976
COc1cc(Sc2c(-n3ccnc3)[nH]c3ccccc23)cc(OC)c1OC,,5.760205798329601
N=C1NS(=O)(=O)c2ccccc21,,7.3899959434500095
O=C1COCCN1c1ccc(CO[C@@H]2COc3nc([N+](=O)[O-])cn3C2)cc1F,,40.01940247972914
Cc1ccc(Nc2c(-c3ccc(F)cc3)nc3n2CC(=O)NC3)cc1,,14.68163084601166
COc1cccc(-c2cccc(C3(C4CCOCC4)N=C(C)C(=N)N3)c2)c1,,21.999990840114524
CNC(=O)c1cc(Oc2ccc3sc(Nc4cccc(C(C)(C)C)c4)nc3c2)ccn1,,10.0
COc1cc(C(=O)N=C(N)Nc2ccc(C)c(NC(=O)c3ccc(-c4ccccc4)cc3)c2)cc(OC)c1OC,,0.5278526424613325
CC(Cc1ccc(C(C)C)cc1)C(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,9.869998803002767
CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)Nc2nnc(S(N)(=O)=O)s2)[C@@H](O)C[C@H]1O,,1.6000008007253654
CNC(=O)c1cc(Oc2ccc3oc(Nc4ccc(Br)cc4)nc3c2)ccn1,,10.0
CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccccc3)C2)nc1C,,0.300000100356119
CC1(C)CN(C(=O)Cc2nc(=O)cc(N3CCOCC3)[nH]2)c2ccccc21,,3.999998237804733
CC(C)CC1CN(C(=O)C(=O)c2c[nH]c3cccc(F)c23)CCN1C(=O)c1ccccc1,,19.000008708139905
Cn1c(N2CCCN(CCCN3c4ccccc4CCc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,,4.399999225089864
C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1ccnc(C(F)(F)F)c1F,,39.6862441649348
C#CCC(C(=O)N[C@H](/C=C/C(=O)OC1CCC1)CC1CCNC1=O)n1cccc(NC(=O)c2cc(C)on2)c1=O,,14.000005297108746
CCCCCCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,,18.973676866372696
Cn1cc(-c2ccc(-c3cnc(N)c4ccc(C(=O)N5CC(C)(F)C5)nc34)cc2)cn1,,27.59998842951238
CC(C)NC(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1,,0.5999996540823128
COCCCOC(=O)C(Cc1ccc(-c2c(C(F)(F)F)cc(C)n(C)c2=O)cc1)NC(=O)c1c(Cl)cccc1Cl,,22.800008032315358
CN1CC[C@@](NC(=O)c2ccc3c(C4CCCC4)c(-c4cccc(N)n4)n(C)c3c2)(C(=O)Nc2ccc(C=CC(=O)O)cc2)C1,,2.900000681779469
CC(C)C(=O)N(Cc1ccc(Cl)c(Cl)c1Cl)[C@H]1CCNC1,,16.431681186717324
CC(C)c1nnc2ccc(-c3cnoc3-c3cc(F)ccc3F)cn12,,34.48188507058721
CC(C)C(N)C(=O)NCCCCCC(=O)O[C@@H]1Cc2ccccc2[C@@H]1NC(=O)C(Cc1ccccc1)C[C@H](O)CN1CCN(Cc2cccnc2)CC1C(=O)NC(C)(C)C,,2.9200016711490764
CCOC(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,,27.49546064320881
CC(C)(C)n1c(=O)n(Cc2nc3ccccc3n2CCCC#N)c2cnccc21,,21.4000013132272
C[C@H]1Cn2c(nnc2-c2cnccn2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,,48.47675044995924
CC1NC(=O)C(C)NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCC(=O)NCCN(C(Cc2ccccc2)C(N)=O)C(=O)CNC1=O,,3.470000201420164
c1cc2c(N3CCNCC3)nc(-c3ccc4[nH]ncc4c3)nc2cn1,,4.340000704396996
O=C(CCCN1CC[Si](O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,,19.80000044398832
Cn1cncc1CN1CC(N(CC2CCN(C(=O)c3cccs3)CC2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21,,0.4999997647495203
N#CCCCn1c(Cn2c(=O)n(C3CCC3)c3ccncc32)nc2ccccc21,,16.800004575249893
COc1ccc2c(O[C@@H]3CC4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCCC(NC(=O)c5ccn(CC(F)(F)F)n5)C(=O)N4C3)cc(OC(C)C)nc2c1C,,3.399999866579783
CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(Cl)cc2)C1,,1.647907384959956
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCC(O)CC2)cc2c(=O)cc(N3CCOCC3)oc12,,1.0
Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C,,31.6227766016838
Cc1cc2c(cc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1)C(=O)NC(C)(C)C(=O)N2,,6.999999355046413
CC(C)CCOC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)c(Cl)c1,,0.4399999225089864
CN1C(=O)NC(=O)[C@]12Cc1ccc(NC(=O)Cn3c(=O)n(-c4cnccn4)c4ccccc43)cc1C2,,8.000000239617254
O=c1cc(N2CCOCC2)[nH]c(Cc2nc3c(-c4cccs4)cccc3o2)n1,,25.50001289202555
C/C(=C\c1cc(F)c(OCCCF)cc1F)C(=O)N[C@H]1[C@@H](O)[C@@H]2OCO[C@@H]2[C@H](O)[C@H]1OCc1ccccc1,,11.832167253549166
CCOCCCN1C(=O)C(C)(c2cc(F)cc(F)c2)Oc2ccc(-c3c(N)nc(N)nc3CC)cc21,,13.000007414351716
O=C(N[C@H]1CCC[C@H]1NC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,,9.200003657474994
O=C(CO)Nc1ccc2ncn(Cc3ccc(Cl)c(C(F)(F)F)c3)c(=O)c2c1,,40.97610745388573
N#Cc1cccnc1N1CCN(C(=O)c2cccc(C(F)(F)c3n[nH]c(=O)c4ccccc34)c2)CC1,,4.999997647495205
CC(C)[C@]1(C)CC(=O)N(Cc2cc(F)cc(N3C[C@@H](c4ccccc4)CC3=O)c2)C(N)=N1,,6.699996872870193
COc1cnc(-n2ncnc2C)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,,9.599999269666409
CC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@H](COS(=O)(=O)NC(=O)c2ccccc2O)O[C@H]1n1cnc2c(N)ncnc21,,0.7754998175960616
COc1cnc(-n2ccnn2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)[C@H](C)C3)c12,,14.299995473693212
O=C(Nc1cnc(-c2ccncc2F)c(-c2ccncc2)n1)C1CC1,,26.944405141009167
CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4[nH]c(O)cc4c3)CC2)cc1,,19.891209887892742
CCCOc1ccc2c(c1)[C@@H](c1ccc(OC)cc1OCC(=O)O)C(C(=O)O)[C@H]2c1ccc2c(c1)OCO2,,5.940000752511819
Cc1ccc(S(=O)(=O)Nc2ccc(Oc3ccccc3)cc2C(=O)O)cc1,,2.1999990840114525
CCCOC(=O)NC1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2C[C@@H](Oc3cc(OCC)nc4c(C)c(OC)ccc34)CN2C1=O,,3.0000010035611906
C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccccc4)n(C)nc3c2=O)CC1)c1ccccc1,,1.92999995996955
CNc1ccc(-c2nc(=O)n(CCC3CCCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)cn1,,6.400000383387623
CC(C)c1ccn2ncnc(NC3CCC(N(C)C)CC3)c12,,25.999997128120995
CCCCOC(=O)c1ccccc1-c1ccc(CN2CCC(COC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1,,13.900003192461147
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2ccccc2)ccc1OC(C)C,,8.599997005040326
Cn1c(Cc2nc(=O)cc(N3CCOCC3)[nH]2)nc2cc(F)ccc21,,3.099999330209736
Cc1ccc(C(=O)N(CC(=O)Nc2ncc(-c3ccc(N)cc3)s2)Cc2ccccc2)cn1,,16.999991334382887
CC(=O)N1CCN(c2cccc(-c3cc(F)c4c(N)ncnn34)c2)C(=O)C1(C)C,,19.000008708139905
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3cc(OC)nn3c2)c1F,,2.0000009410023614
CC(C)N(C)[C@@H]1CC[C@H](n2c(O)cc(NC(=O)c3cccc(C(F)(F)F)c3)c2O)[C@H](CS(=O)(=O)c2ccccc2)C1,,2.1999990840114525
Cc1cc(C[C@H](Nc2nc3ccccc3s2)c2nc3ccccc3[nH]2)ccc1C1CC(=O)NS1(=O)=O,,0.4999997647495203
Cc1noc(-c2ccccc2)c1CN1CC2(CC1=O)C(=O)N(CC(=O)O)c1ccc(Cl)cc12,,2.100000509006697
CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)(C(C)C)C1,,5.300002811723825
COc1ccc(-c2c(C)[nH]n(-c3ccccn3)c2=O)cc1,,14.38784332614889
Cc1ncn(-c2ncc(F)c3c(C(=O)C(=O)N4CCN(C(=O)c5ccccc5)CC4)c[nH]c23)n1,,13.800003609677786
CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(F)cc3F)CC2)nc1C,,4.999997647495205
COc1ccc2c(O[C@@H]3CC4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)C4C3)nc(-c3ccccc3)nc2c1C,,12.941121062699004
O=C(c1nnc(-c2ccc(OC(F)F)cc2)o1)N1CCC(Oc2ccc(CN3CCCC3)cc2)CC1,,49.99997647495204
CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,3.9800002559247902
CC1CN(C(=O)Cc2nc(=O)cc(N3CCOCC3)[nH]2)c2ccccc21,,7.499995451387857
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,,0.0829999632341391
Oc1cccc(-c2ccc3c(-c4cccnc4)c(O)ccc3c2)c1,,14.000005297108746
Cn1c(N2CCCN(CCCN3c4ccccc4CCc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,,2.5999997128120995
O=C1N(Cc2ccc3c(c2)OCO3)c2ccccc2C1(O)c1ccc2c(c1)OCO2,,9.652464210104434
NC(=O)C(Cc1ccccc1)N1CCNC(=O)CCCCNC(Cc2ccccc2)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC1=O,,1.4999997960289175
NC(=O)CC1CCC(c2ccc(-c3cncc(C(N)=O)n3)cc2)CC1,,13.000007414351716
O=C(C=C1CCN(C(=O)c2ccccc2O)CC1)N[C@@H]1CCN(Cc2ccc3cc(F)ccc3c2)C1,,3.999998237804733
C[C@@H](Nc1c(C(N)=O)cnn2cccc12)C(C)(C)C,,19.200007572954835
Fc1cccc(OC2CN(c3c4c(nc5ccnn35)CCNCC4)C2)c1,,7.8999965203468605
O=C(O)CC1CCC(c2ccc(C(=O)Nc3nnc(Cc4ccccc4F)s3)cc2)CC1,,7.499995451387857
CN(C(=O)COc1ccccc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,28.600004403715868
COC1C(=O)C(C)CC[C@H](C)/C=C/C=C/C=C(/C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC3[C@H]2C(=O)O[C@@H](CC(=O)C(C)=CC(C)[C@H]1O)[C@H]3C[C@@H]1CC[C@@H](OCCO)[C@H](OC)C1,,23.442282755413604
CC(C)C(N)C(=O)O[C@@H]1Cc2ccccc2[C@@H]1NC(=O)C(Cc1ccccc1)C[C@H](O)CN1CCN(Cc2cccnc2)CC1C(=O)NC(C)(C)C,,6.889325430983964
Cc1ccc2c(NC3CC3)noc2c1-c1ccc2c(c1)NC(=O)C21CCOCC1,,20.39608907612782
CN(C)c1nc2sc3c(NCCN4CCOCC4)ncnc3c2c2c1COC(C)(C)C2,,21.8999992516631
CC#CCn1c(N2CCCNCC2)c(C#N)c2ncn(Cc3nccc4ccccc34)c(=O)c21,,1.0
CC#Cc1cncc(-c2cccc(C3(c4ccnc(C(F)F)c4)N=C(N)c4c(F)cccc43)c2)c1,,4.699998290796298
Cc1nc2cc(Cl)c(Cl)cc2n1C,,9.453893378525802
Cc1nc2cc(-c3nc(=O)n(CCC4CCCO4)c4c3oc3ncc(-c5cnn(C)c5)cc34)ccc2n1C,,14.000005297108746
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(COC6)C5)cc4)C3)o2)cc1,,60.99999508246877
COc1ccnc(Oc2ccc3c(c2)c(=O)ncn3Cc2c(F)cc(F)cc2F)c1C(F)(F)F,,7.8999965203468605
Cc1cccc(NS(=O)(=O)c2cccc(Cl)c2C)n1,,40.69396432330082
COc1ccc(-c2ncon2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,,14.800006291019915
C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc(CN)cc4)n(C)nc3c2=O)CC1)c1ccccc1,,0.2799999153205545
CCOC(=O)c1cc(C#N)c(N2CCN(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,,0.3699998091047197
O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c(Br)cccc21,,4.199998158689459
O=c1[nH]cnc2c(-n3cc(CCN4CCC(c5ccc(F)cc5F)CC4)cn3)nccc12,,15.740002608638552
CC1NC(=O)C(Cc2ccccc2)NCCC(=O)NCCN(C(Cc2ccccc2)C(N)=O)C(=O)CNC(=O)CNC(=O)CNC1=O,,1.9000008708139904
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCCC1,,13.416412420035888
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1C(=O)C3CCC[C@H]3N(Cc3ccc(F)c(F)c3)C1=O)N2,,0.8299996323413882
O=C(NC1CC1)c1cc2c(-c3cccc(Cl)c3)ccnc2[nH]1,,17.99999564383302
Cc1cc(COc2ccc(C(=O)NC3(CC(O)=NO)CCN(C)CC3)cc2)c2ccccc2n1,,0.0999999999999999
CC(N)C(=S)NC(COC(=O)CC1(CN)CCCCC1)C(=O)O,,0.5999996540823128
CC[C@H](C)C1NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)c2csc(n2)[C@H]([C@@H](C)CC)NC(=O)C2CCCN2C1=O,,1.3000007414351715
COc1ccccc1CC(c1ccccc1)N1CCNCC1,,32.75667410867536
Nc1[nH]nc2nc(-c3ccc(NS(=O)(=O)c4cc(Cl)ccc4F)cc3)cnc12,,12.399994713238774
N=C(N)SCc1cccc2c1C(=O)c1c(CSC(=N)N)cccc1-2,,0.3464103026768905
Cc1nc(NC(=O)C2CCC(C(F)(F)F)CC2)sc1-c1ccc(N)nc1,,21.999990840114524
CCOc1nc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1C=CC(=O)O,,14.999997960289171
CCc1nn2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CCOCC2C(O)=NO)cc1,,1.1000002908762927
O=C1C(=O)C(I)C(=O)c2ccccc21,,54.20000168001082
COc1ccc2c(c1)C=C(c1cccnc1)C2,,12.499999625598052
Cn1cc(C#N)c2ccc(NC(=O)NOCc3ccccc3)cc21,,19.19975115868994
CSc1ccc(S(=O)(=O)C[C@@H]2C[C@H](N(C)C(C)C)CC[C@@H]2N2CCC(C)(NC(=O)c3cccc(C(F)(F)F)c3)C2=O)cc1,,1.4999997960289175
CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)N(C)C(Cc1ccccc1)C(N)=O,,4.648202072608468
COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CCCC5)cn4)CC3)o2)cc1,,48.9999909706502
O=C(Cn1cnc([N+](=O)[O-])n1)Nc1nc(-c2ccc(F)c(F)c2)cs1,,27.3903322271985
CN(C(=O)c1ccncc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,41.00000408591647
Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cn(C)cn1,,36.78315692921734
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,,0.7547412729665025
Cc1cccc(NC(=O)c2c(C)[nH]n(-c3ccccn3)c2=O)c1,,12.427389207164357
O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CC1,,30.59410127575769
CN1CCN(c2ccc(C(=O)Nc3[nH]nc4ccc(Cc5cc(F)cc(F)c5)cc34)c(NCCF)c2)CC1,,1.8973676866372695
CN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4cncnc4)cc23)CC1,,13.000007414351716
NS(=O)(=O)c1ccccc1-n1nc(C(F)(F)F)c2c1C(=O)N(c1ccc(-c3ccccc3CN3CC[C@@H](O)C3)cc1)CC2,,1.1000002908762927
C[C@@H]1O[C@@H](OC2C(=O)c3c(O)cc(O)cc3O[C@H]2c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,,0.1513560551415652
Cc1nn(-c2ccc3onc(N)c3c2)c2c(=O)n(-c3ccc(-c4ccccc4CN(C)C)cc3)c(C)nc12,,6.099999508246877
COc1cnc(-n2ccc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,,25.999997128120995
CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc([S+](C)[O-])n2C)ccn1,,18.500007309659704
CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ccccn5)n(C)c4c3)CCC2)ccc1C=CC(=O)O,,19.000008708139905
Cc1c2c(=O)n(-c3ccccc3Cl)[nH]c2cc(=O)n1Cc1ccccn1,,21.4000013132272
C=C(Br)C(=O)Nc1cc(C(=O)NCCC(=N)N)n(C)c1,,0.6949823896145358
Cn1cncc1CN1CC(N(CC2CCN(C(=O)OCc3ccccc3)CC2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21,,1.0
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(N3CCOCC3)cc1)C2,,36.57941030876014
CO/N=C1/C(=O)N(Cc2nc3ccccc3n2CCCC#N)c2ncccc21,,16.00000800725365
COc1ccc(-c2c(/C=C/C(=O)N3CCN(c4ncccn4)CC3)noc2-c2cc(Cl)c(O)cc2O)cc1,,5.926302286071218
Cc1cc(C[C@H](NS(=O)(=O)c2ccccc2)c2nc3ccccc3[nH]2)ccc1[C@@H]1CC(=O)NS1(=O)=O,,0.3999998237804733
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CCN5CCOCC5)CC4)cc2)CC3)cc1,,4.499999857264952
O=C(Nc1[nH]nc2ccc(Cc3cc(F)cc(F)c3)cc12)c1ccc(CN2CCCCC2)cc1NC1CCOCC1,,1.445683751918309
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,,0.1600000800725365
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(C5=NC(C)(C)CO5)CC4)cc2)CC3)cc1,,4.399999225089864
NS(=O)(=O)c1cc(-c2nc3ccccc3s2)cs1,,31.999986860906454
O=C(NC1(C(=O)NC(Cc2ccccc2)C(=O)NCCCN2CCOCC2)CCCC1)c1cc2ccccc2s1,,9.000003949040394
C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1cccc(C(F)(F)F)c1F,,59.8079752531511
O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2ccccc21,,5.900001200363851
CCCN(c1cccnc1)P(=O)(c1ccccc1)c1ccccc1,,30.000010035611904
NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C1CCCN1C(=O)C(Cc1ccc(O)cc1)NC(=O)CCC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,0.5449997461613052
