feature,mean,std
logP,3.105520238095238,1.9889223959818518
pKa,6.232576576576577,2.9854505637792976
solubility,85.6599423236383,1058.6748683535345
permeability,27.03508695652174,72.17102626425773
plasma_protein_binding,74.5122024590164,31.016555024335815
fu_in_vitro,0.2984736842105263,0.3290143163600081
